2030920131185169338	24940	CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES	OBAMA, BARACK
2031220131185192805	2500	NATIONAL ASSOCIATION FOR HOME CARE POLITICAL ACTION COMMITTEE	ROMNEY, MITT / RYAN, PAUL D. 
2031420131185219897	1215	BATES, BRIAN D	ROMNEY, MITT / RYAN, PAUL D. 
2031420131185219913	1892	NORTHERN CALIFORNIA CARPENTERS REGIONAL COUNCIL	OBAMA, BARACK
2031620131185257925	52581	'LABORERS'' INTERNATIONAL UNION OF NORTH AMERICA'	OBAMA, BARACK
2031620131185257926	88448	'LABORERS'' INTERNATIONAL UNION OF NORTH AMERICA'	ROMNEY, MITT / RYAN, PAUL D. 
2031620131185257943	56406	'LABORERS'' INTERNATIONAL UNION OF NORTH AMERICA'	OBAMA, BARACK
2031620131185257954	2020	'LABORERS'' INTERNATIONAL UNION OF NORTH AMERICA'	OBAMA, BARACK
2031620131185257956	1617	'LABORERS'' INTERNATIONAL UNION OF NORTH AMERICA'	OBAMA, BARACK
2031620131185257958	3876	'LABORERS'' INTERNATIONAL UNION OF NORTH AMERICA'	OBAMA, BARACK
2031620131185257965	1896	'LABORERS'' INTERNATIONAL UNION OF NORTH AMERICA'	ROMNEY, MITT / RYAN, PAUL D. 
2031620131185257969	3721	'LABORERS'' INTERNATIONAL UNION OF NORTH AMERICA'	ROMNEY, MITT / RYAN, PAUL D. 
2031920131185276013	84358	NEW JERSEY EDUCATION ASSOCIATION	OBAMA, BARACK
2031920131185276037	2776	NEW JERSEY EDUCATION ASSOCIATION	OBAMA, BARACK
2031920131185276141	1748	RACINE TEA PARTY PAC	ROMNEY, MITT / RYAN, PAUL D. 
2031920131185276144	1906	RACINE TEA PARTY PAC	ROMNEY, MITT / RYAN, PAUL D. 
2031920131185276145	1127	RACINE TEA PARTY PAC	ROMNEY, MITT / RYAN, PAUL D. 
2031920131185276149	5276	RACINE TEA PARTY PAC	ROMNEY, MITT / RYAN, PAUL D. 
2031920131185276151	1785	RACINE TEA PARTY PAC	ROMNEY, MITT / RYAN, PAUL D. 
2031920131185276157	3103	RACINE TEA PARTY PAC	ROMNEY, MITT / RYAN, PAUL D. 
2031920131185276158	4340	RACINE TEA PARTY PAC	ROMNEY, MITT / RYAN, PAUL D. 
2032020131185306307	8246	UNITE HERE	OBAMA, BARACK
2032920131185943058	5000	SESLER, WILLIAM G	OBAMA, BARACK
2032920131185943084	3622	GEAUX PAC	OBAMA, BARACK
2040320131186007061	24848	SEIU LOCAL 73	OBAMA, BARACK
2040420131186011380	64112	ILWU-COAST LONGSHORE DIVISION	OBAMA, BARACK
2041120131186270553	7961	AFSCME COUNCIL 13	OBAMA, BARACK
2041120131186270556	1041	AFSCME COUNCIL 13	OBAMA, BARACK
2041120131186270559	1825	AFSCME COUNCIL 13	OBAMA, BARACK
2050620131188613498	89719	SEIU HEALTHCARE ILLINOIS AND INDIANA	OBAMA, BARACK
2050620131188613508	1140	BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN	OBAMA, BARACK
2050620131188613512	1012	BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN	OBAMA, BARACK
2050620131188613514	3181	BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN	OBAMA, BARACK
2050620131188613516	2867	BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN	OBAMA, BARACK
2050620131188613517	4800	BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN	OBAMA, BARACK
2050620131188613519	2480	BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN	OBAMA, BARACK
2050620131188613521	2692	BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN	OBAMA, BARACK
2050620131188613523	2080	BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN	OBAMA, BARACK
2050620131188613525	2298	BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN	OBAMA, BARACK
2050620131188613526	6312	BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN	OBAMA, BARACK
2050620131188613529	2823	BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN	OBAMA, BARACK
2050620131188613543	8518	SEIU LOCAL 615	OBAMA, BARACK
2051520121156021279	2500	STOEL RIVES POLITICAL ACTION COMMITTEE	ROMNEY, MITT / RYAN, PAUL D. 
